ID,Destination_Places_ID,Source_Places_ID,TransportType,TransportDate,Places
2180,3,62,Bus,2022-06-19,13
2181,3,62,Bus,2022-06-15,10
2182,3,62,Bus,2022-06-02,13
2183,3,62,Bus,2022-06-24,13
2184,3,62,Bus,2022-06-07,12
2185,63,3,Plane,2022-06-30,14
2186,63,3,Plane,2022-06-01,10
2187,63,3,Plane,2022-06-04,11
2188,63,3,Plane,2022-06-16,11
2189,63,3,Plane,2022-06-06,14
2190,63,3,Plane,2022-06-03,14
2191,63,3,Plane,2022-06-23,14
2192,63,3,Plane,2022-06-14,13
2193,63,3,Plane,2022-06-20,13
2194,63,3,Plane,2022-06-11,10
2195,63,3,Plane,2022-06-26,10
2196,63,3,Plane,2022-06-21,11
2197,63,3,Plane,2022-06-10,10
2198,63,3,Plane,2022-06-22,15
2199,63,3,Plane,2022-06-12,14
2200,63,3,Plane,2022-06-15,10
2201,63,3,Plane,2022-06-24,10
2202,63,3,Plane,2022-06-13,11
2203,63,3,Plane,2022-06-25,14
2204,63,3,Plane,2022-06-07,12
2205,63,3,Plane,2022-06-28,14
2206,3,63,Plane,2022-06-30,10
2207,3,63,Plane,2022-06-01,14
2208,3,63,Plane,2022-06-09,15
2209,3,63,Plane,2022-06-04,10
2210,3,63,Plane,2022-06-16,10
2211,3,63,Plane,2022-06-29,11
2212,3,63,Plane,2022-06-27,12
2213,3,63,Plane,2022-06-06,14
2214,3,63,Plane,2022-06-23,15
2215,3,63,Plane,2022-06-20,13
2216,3,63,Plane,2022-06-11,10
2217,3,63,Plane,2022-06-26,13
2218,3,63,Plane,2022-06-21,11
2219,3,63,Plane,2022-06-10,12
2220,3,63,Plane,2022-06-19,10
2221,3,63,Plane,2022-06-15,14
2222,3,63,Plane,2022-06-02,15
2223,3,63,Plane,2022-06-24,13
2224,3,63,Plane,2022-06-13,13
2225,3,63,Plane,2022-06-25,13
2226,3,63,Plane,2022-06-28,12
2227,63,3,Bus,2022-06-09,13
2228,63,3,Bus,2022-06-01,14
2229,63,3,Bus,2022-06-04,14
2230,63,3,Bus,2022-06-16,11
2231,63,3,Bus,2022-06-06,15
2232,63,3,Bus,2022-06-03,14
2233,63,3,Bus,2022-06-23,10
2234,63,3,Bus,2022-06-14,13
2235,63,3,Bus,2022-06-11,11
2236,63,3,Bus,2022-06-26,14
2237,63,3,Bus,2022-06-21,10
2238,63,3,Bus,2022-06-08,12
2239,63,3,Bus,2022-06-10,13
2240,63,3,Bus,2022-06-22,10
2241,63,3,Bus,2022-06-12,14
2242,63,3,Bus,2022-06-19,11
2243,63,3,Bus,2022-06-05,15
2244,63,3,Bus,2022-06-02,12
2245,63,3,Bus,2022-06-24,10
2246,63,3,Bus,2022-06-25,15
2247,63,3,Bus,2022-06-07,10
2248,3,63,Bus,2022-06-17,14
2249,3,63,Bus,2022-06-30,14
2250,3,63,Bus,2022-06-18,12
2251,3,63,Bus,2022-06-09,11
2252,3,63,Bus,2022-06-04,12
2253,3,63,Bus,2022-06-27,15
2254,3,63,Bus,2022-06-23,14
2255,3,63,Bus,2022-06-14,10
2256,3,63,Bus,2022-06-20,11
2257,3,63,Bus,2022-06-11,11
2258,3,63,Bus,2022-06-26,13
2259,3,63,Bus,2022-06-21,12
2260,3,63,Bus,2022-06-08,14
2261,3,63,Bus,2022-06-10,14
2262,3,63,Bus,2022-06-12,13
2263,3,63,Bus,2022-06-19,15
2264,3,63,Bus,2022-06-05,15
2265,3,63,Bus,2022-06-02,11
2266,3,63,Bus,2022-06-25,13
2267,3,63,Bus,2022-06-07,14
2268,3,63,Bus,2022-06-28,14
2269,64,3,Plane,2022-06-18,11
2270,64,3,Plane,2022-06-09,14
2271,64,3,Plane,2022-06-01,14
2272,64,3,Plane,2022-06-04,11
2273,64,3,Plane,2022-06-16,10
2274,64,3,Plane,2022-06-29,10
2275,64,3,Plane,2022-06-27,14
2276,64,3,Plane,2022-06-03,15
2277,64,3,Plane,2022-06-23,11
2278,64,3,Plane,2022-06-14,11
2279,64,3,Plane,2022-06-20,12
2280,64,3,Plane,2022-06-26,13
2281,64,3,Plane,2022-06-21,14
2282,64,3,Plane,2022-06-08,13
2283,64,3,Plane,2022-06-10,10
2284,64,3,Plane,2022-06-15,10
2285,64,3,Plane,2022-06-05,14
2286,64,3,Plane,2022-06-24,15
2287,64,3,Plane,2022-06-13,11
2288,64,3,Plane,2022-06-25,14
2289,64,3,Plane,2022-06-28,11
2290,3,64,Plane,2022-06-17,11
2291,3,64,Plane,2022-06-30,14
2292,3,64,Plane,2022-06-18,12
2293,3,64,Plane,2022-06-09,14
2294,3,64,Plane,2022-06-04,14
2295,3,64,Plane,2022-06-16,11
2296,3,64,Plane,2022-06-29,12
2297,3,64,Plane,2022-06-06,15
2298,3,64,Plane,2022-06-27,12
2299,3,64,Plane,2022-06-11,10
2300,3,64,Plane,2022-06-21,11
2301,3,64,Plane,2022-06-08,13
2302,3,64,Plane,2022-06-22,10
2303,3,64,Plane,2022-06-12,12
2304,3,64,Plane,2022-06-19,15
2305,3,64,Plane,2022-06-05,15
2306,3,64,Plane,2022-06-02,12
2307,3,64,Plane,2022-06-24,12
2308,3,64,Plane,2022-06-25,11
2309,3,64,Plane,2022-06-07,15
2310,3,64,Plane,2022-06-28,13
2311,64,3,Bus,2022-06-30,10
2312,64,3,Bus,2022-06-09,13
2313,64,3,Bus,2022-06-01,10
2314,64,3,Bus,2022-06-04,13
2315,64,3,Bus,2022-06-16,14
2316,64,3,Bus,2022-06-29,11
2317,64,3,Bus,2022-06-06,14
2318,64,3,Bus,2022-06-27,12
2319,64,3,Bus,2022-06-03,14
2320,64,3,Bus,2022-06-23,10
2321,64,3,Bus,2022-06-14,15
2322,64,3,Bus,2022-06-20,15
2323,64,3,Bus,2022-06-11,15
2324,64,3,Bus,2022-06-26,12
2325,64,3,Bus,2022-06-08,14
2326,64,3,Bus,2022-06-10,13
2327,64,3,Bus,2022-06-22,12
2328,64,3,Bus,2022-06-12,12
2329,64,3,Bus,2022-06-02,10
2330,64,3,Bus,2022-06-24,12
2331,64,3,Bus,2022-06-28,12
2332,3,64,Bus,2022-06-17,10
2333,3,64,Bus,2022-06-30,15
2334,3,64,Bus,2022-06-04,12
2335,3,64,Bus,2022-06-16,14
2336,3,64,Bus,2022-06-29,10
2337,3,64,Bus,2022-06-06,10
2338,3,64,Bus,2022-06-03,15
2339,3,64,Bus,2022-06-20,14
2340,3,64,Bus,2022-06-11,10
2341,3,64,Bus,2022-06-26,14
2342,3,64,Bus,2022-06-08,11
2343,3,64,Bus,2022-06-10,14
2344,3,64,Bus,2022-06-22,15
2345,3,64,Bus,2022-06-05,14
2346,3,64,Bus,2022-06-15,10
2347,3,64,Bus,2022-06-02,13
2348,3,64,Bus,2022-06-24,15
2349,3,64,Bus,2022-06-13,12
2350,3,64,Bus,2022-06-25,15
2351,3,64,Bus,2022-06-07,10
2352,3,64,Bus,2022-06-28,13
2353,65,3,Plane,2022-06-17,14
2354,65,3,Plane,2022-06-18,11
2355,65,3,Plane,2022-06-01,10
2356,65,3,Plane,2022-06-04,15
2357,65,3,Plane,2022-06-29,10
2358,65,3,Plane,2022-06-27,13
2359,65,3,Plane,2022-06-23,13
2360,65,3,Plane,2022-06-20,10
2361,65,3,Plane,2022-06-26,15
2362,65,3,Plane,2022-06-21,11
2363,65,3,Plane,2022-06-08,14
2364,65,3,Plane,2022-06-10,14
2365,65,3,Plane,2022-06-22,13
2366,65,3,Plane,2022-06-12,10
2367,65,3,Plane,2022-06-19,10
2368,65,3,Plane,2022-06-05,13
2369,65,3,Plane,2022-06-15,14
2370,65,3,Plane,2022-06-02,15
2371,65,3,Plane,2022-06-24,13
2372,65,3,Plane,2022-06-25,13
2373,65,3,Plane,2022-06-07,12
2374,3,65,Plane,2022-06-17,12
2375,3,65,Plane,2022-06-01,11
2376,3,65,Plane,2022-06-09,13
2377,3,65,Plane,2022-06-16,15
2378,3,65,Plane,2022-06-29,15
2379,3,65,Plane,2022-06-06,15
2380,3,65,Plane,2022-06-27,14
2381,3,65,Plane,2022-06-03,10
2382,3,65,Plane,2022-06-20,14
2383,3,65,Plane,2022-06-11,13
2384,3,65,Plane,2022-06-21,14
2385,3,65,Plane,2022-06-10,12
2386,3,65,Plane,2022-06-12,11
2387,3,65,Plane,2022-06-19,12
2388,3,65,Plane,2022-06-05,14
2389,3,65,Plane,2022-06-02,13
2390,3,65,Plane,2022-06-24,11
2391,3,65,Plane,2022-06-13,11
2392,3,65,Plane,2022-06-25,10
2393,3,65,Plane,2022-06-07,13
2394,3,65,Plane,2022-06-28,12
2395,65,3,Bus,2022-06-30,15
2396,65,3,Bus,2022-06-18,14
2397,65,3,Bus,2022-06-09,12
2398,65,3,Bus,2022-06-01,15
2399,65,3,Bus,2022-06-04,15
2400,65,3,Bus,2022-06-16,14
2401,65,3,Bus,2022-06-27,15
2402,65,3,Bus,2022-06-14,14
2403,65,3,Bus,2022-06-11,14
2404,65,3,Bus,2022-06-21,13
2405,65,3,Bus,2022-06-08,15
2406,65,3,Bus,2022-06-10,11
2407,65,3,Bus,2022-06-22,10
2408,65,3,Bus,2022-06-19,15
2409,65,3,Bus,2022-06-15,14
2410,65,3,Bus,2022-06-05,14
2411,65,3,Bus,2022-06-02,11
2412,65,3,Bus,2022-06-24,11
2413,65,3,Bus,2022-06-25,10
2414,65,3,Bus,2022-06-07,14
2415,65,3,Bus,2022-06-28,15
2416,3,65,Bus,2022-06-30,15
2417,3,65,Bus,2022-06-01,14
2418,3,65,Bus,2022-06-04,10
2419,3,65,Bus,2022-06-16,12
2420,3,65,Bus,2022-06-27,12
2421,3,65,Bus,2022-06-06,14
2422,3,65,Bus,2022-06-03,10
2423,3,65,Bus,2022-06-23,13
2424,3,65,Bus,2022-06-20,10
2425,3,65,Bus,2022-06-11,11
2426,3,65,Bus,2022-06-26,15
2427,3,65,Bus,2022-06-08,15
2428,3,65,Bus,2022-06-10,12
2429,3,65,Bus,2022-06-22,14
2430,3,65,Bus,2022-06-12,11
2431,3,65,Bus,2022-06-19,10
2432,3,65,Bus,2022-06-05,10
2433,3,65,Bus,2022-06-02,10
2434,3,65,Bus,2022-06-24,14
2435,3,65,Bus,2022-06-13,12
2436,3,65,Bus,2022-06-25,14
2437,66,3,Plane,2022-06-30,11
2438,66,3,Plane,2022-06-01,14
2439,66,3,Plane,2022-06-03,12
2440,66,3,Plane,2022-06-23,10
2441,66,3,Plane,2022-06-14,15
2442,66,3,Plane,2022-06-20,10
2443,66,3,Plane,2022-06-11,14
2444,66,3,Plane,2022-06-26,12
2445,66,3,Plane,2022-06-08,15
2446,66,3,Plane,2022-06-10,13
2447,66,3,Plane,2022-06-22,10
2448,66,3,Plane,2022-06-12,14
2449,66,3,Plane,2022-06-19,10
2450,66,3,Plane,2022-06-15,10
2451,66,3,Plane,2022-06-05,11
2452,66,3,Plane,2022-06-02,12
2453,66,3,Plane,2022-06-24,11
2454,66,3,Plane,2022-06-13,15
2455,66,3,Plane,2022-06-25,14
2456,66,3,Plane,2022-06-07,11
2457,66,3,Plane,2022-06-28,14
2458,3,66,Plane,2022-06-17,10
2459,3,66,Plane,2022-06-18,15
2460,3,66,Plane,2022-06-09,13
2461,3,66,Plane,2022-06-04,12
2462,3,66,Plane,2022-06-16,13
2463,3,66,Plane,2022-06-06,12
2464,3,66,Plane,2022-06-27,13
2465,3,66,Plane,2022-06-03,14
2466,3,66,Plane,2022-06-23,11
2467,3,66,Plane,2022-06-14,12
2468,3,66,Plane,2022-06-20,10
2469,3,66,Plane,2022-06-11,12
2470,3,66,Plane,2022-06-26,10
2471,3,66,Plane,2022-06-21,15
2472,3,66,Plane,2022-06-08,12
2473,3,66,Plane,2022-06-19,14
2474,3,66,Plane,2022-06-15,12
2475,3,66,Plane,2022-06-05,14
2476,3,66,Plane,2022-06-02,12
2477,3,66,Plane,2022-06-25,15
2478,3,66,Plane,2022-06-28,12
2479,66,3,Bus,2022-06-04,15
2480,66,3,Bus,2022-06-16,13
2481,66,3,Bus,2022-06-29,13
2482,66,3,Bus,2022-06-06,10
2483,66,3,Bus,2022-06-27,11
2484,66,3,Bus,2022-06-03,13
2485,66,3,Bus,2022-06-23,13
2486,66,3,Bus,2022-06-14,11
2487,66,3,Bus,2022-06-20,11
2488,66,3,Bus,2022-06-26,13
2489,66,3,Bus,2022-06-21,10
2490,66,3,Bus,2022-06-08,13
2491,66,3,Bus,2022-06-10,15
2492,66,3,Bus,2022-06-22,11
2493,66,3,Bus,2022-06-12,14
2494,66,3,Bus,2022-06-19,13
2495,66,3,Bus,2022-06-05,12
2496,66,3,Bus,2022-06-02,13
2497,66,3,Bus,2022-06-24,13
2498,66,3,Bus,2022-06-13,13
2499,66,3,Bus,2022-06-07,11
2500,3,66,Bus,2022-06-17,14
2501,3,66,Bus,2022-06-18,12
2502,3,66,Bus,2022-06-09,11
2503,3,66,Bus,2022-06-04,11
2504,3,66,Bus,2022-06-29,11
2505,3,66,Bus,2022-06-06,11
2506,3,66,Bus,2022-06-03,15
2507,3,66,Bus,2022-06-23,15
2508,3,66,Bus,2022-06-14,10
2509,3,66,Bus,2022-06-20,15
2510,3,66,Bus,2022-06-21,15
2511,3,66,Bus,2022-06-08,15
2512,3,66,Bus,2022-06-10,10
2513,3,66,Bus,2022-06-22,12
2514,3,66,Bus,2022-06-12,12
2515,3,66,Bus,2022-06-19,14
2516,3,66,Bus,2022-06-05,13
2517,3,66,Bus,2022-06-02,12
2518,3,66,Bus,2022-06-25,13
2519,3,66,Bus,2022-06-07,11
2520,3,66,Bus,2022-06-28,14
2521,67,3,Plane,2022-06-17,14
2522,67,3,Plane,2022-06-30,15
2523,67,3,Plane,2022-06-18,14
2524,67,3,Plane,2022-06-01,11
2525,67,3,Plane,2022-06-04,11
2526,67,3,Plane,2022-06-16,13
2527,67,3,Plane,2022-06-27,11
2528,67,3,Plane,2022-06-06,10
2529,67,3,Plane,2022-06-20,10
2530,67,3,Plane,2022-06-11,13
2531,67,3,Plane,2022-06-26,12
2532,67,3,Plane,2022-06-21,10
2533,67,3,Plane,2022-06-10,11
2534,67,3,Plane,2022-06-22,14
2535,67,3,Plane,2022-06-12,15
2536,67,3,Plane,2022-06-19,13
2537,67,3,Plane,2022-06-05,14
2538,67,3,Plane,2022-06-02,15
2539,67,3,Plane,2022-06-24,12
2540,67,3,Plane,2022-06-13,15
2541,67,3,Plane,2022-06-25,11
2542,3,67,Plane,2022-06-30,12
2543,3,67,Plane,2022-06-18,13
2544,3,67,Plane,2022-06-09,11
2545,3,67,Plane,2022-06-01,12
2546,3,67,Plane,2022-06-04,11
2547,3,67,Plane,2022-06-16,10
2548,3,67,Plane,2022-06-03,10
2549,3,67,Plane,2022-06-23,12
2550,3,67,Plane,2022-06-14,12
2551,3,67,Plane,2022-06-20,11
2552,3,67,Plane,2022-06-11,11
2553,3,67,Plane,2022-06-26,15
2554,3,67,Plane,2022-06-08,15
2555,3,67,Plane,2022-06-10,13
2556,3,67,Plane,2022-06-19,13
2557,3,67,Plane,2022-06-02,13
2558,3,67,Plane,2022-06-24,13
2559,3,67,Plane,2022-06-13,11
2560,3,67,Plane,2022-06-25,10
2561,3,67,Plane,2022-06-07,14
2562,3,67,Plane,2022-06-28,12
2563,67,3,Bus,2022-06-17,10
2564,67,3,Bus,2022-06-18,12
2565,67,3,Bus,2022-06-09,12
2566,67,3,Bus,2022-06-01,13
2567,67,3,Bus,2022-06-04,11
2568,67,3,Bus,2022-06-16,12
2569,67,3,Bus,2022-06-27,14
2570,67,3,Bus,2022-06-03,13
2571,67,3,Bus,2022-06-23,13
2572,67,3,Bus,2022-06-20,15
2573,67,3,Bus,2022-06-11,13
2574,67,3,Bus,2022-06-26,11
2575,67,3,Bus,2022-06-21,11
2576,67,3,Bus,2022-06-08,13
2577,67,3,Bus,2022-06-22,12
2578,67,3,Bus,2022-06-12,12
2579,67,3,Bus,2022-06-19,11
2580,67,3,Bus,2022-06-15,10
2581,67,3,Bus,2022-06-02,15
2582,67,3,Bus,2022-06-13,10
2583,67,3,Bus,2022-06-25,12
2584,3,67,Bus,2022-06-17,14
2585,3,67,Bus,2022-06-30,10
2586,3,67,Bus,2022-06-18,12
2587,3,67,Bus,2022-06-01,14
2588,3,67,Bus,2022-06-04,13
2589,3,67,Bus,2022-06-16,14
2590,3,67,Bus,2022-06-06,13
2591,3,67,Bus,2022-06-27,11
2592,3,67,Bus,2022-06-03,10
2593,3,67,Bus,2022-06-23,10
2594,3,67,Bus,2022-06-20,12
2595,3,67,Bus,2022-06-11,13
2596,3,67,Bus,2022-06-26,14
2597,3,67,Bus,2022-06-08,10
2598,3,67,Bus,2022-06-10,14
2599,3,67,Bus,2022-06-19,12
2600,3,67,Bus,2022-06-05,10
2601,3,67,Bus,2022-06-02,15
2602,3,67,Bus,2022-06-24,15
2603,3,67,Bus,2022-06-25,13
2604,3,67,Bus,2022-06-07,13
2605,68,3,Plane,2022-06-17,10
2606,68,3,Plane,2022-06-30,11
2607,68,3,Plane,2022-06-04,10
2608,68,3,Plane,2022-06-16,12
2609,68,3,Plane,2022-06-29,12
2610,68,3,Plane,2022-06-06,13
2611,68,3,Plane,2022-06-27,15
2612,68,3,Plane,2022-06-23,11
2613,68,3,Plane,2022-06-20,11
2614,68,3,Plane,2022-06-11,14
2615,68,3,Plane,2022-06-26,10
2616,68,3,Plane,2022-06-21,10
2617,68,3,Plane,2022-06-08,13
2618,68,3,Plane,2022-06-22,14
2619,68,3,Plane,2022-06-12,12
2620,68,3,Plane,2022-06-19,12
2621,68,3,Plane,2022-06-15,15
2622,68,3,Plane,2022-06-02,10
2623,68,3,Plane,2022-06-25,15
2624,68,3,Plane,2022-06-07,10
2625,68,3,Plane,2022-06-28,10
2626,3,68,Plane,2022-06-17,12
2627,3,68,Plane,2022-06-30,10
2628,3,68,Plane,2022-06-18,10
2629,3,68,Plane,2022-06-01,13
2630,3,68,Plane,2022-06-16,12
2631,3,68,Plane,2022-06-29,12
2632,3,68,Plane,2022-06-27,15
2633,3,68,Plane,2022-06-06,11
2634,3,68,Plane,2022-06-03,15
2635,3,68,Plane,2022-06-23,15
2636,3,68,Plane,2022-06-20,10
2637,3,68,Plane,2022-06-26,11
2638,3,68,Plane,2022-06-21,13
2639,3,68,Plane,2022-06-08,15
2640,3,68,Plane,2022-06-10,15
2641,3,68,Plane,2022-06-19,13
2642,3,68,Plane,2022-06-05,14
2643,3,68,Plane,2022-06-13,11
2644,3,68,Plane,2022-06-25,11
2645,3,68,Plane,2022-06-07,12
2646,3,68,Plane,2022-06-28,12
2647,68,3,Bus,2022-06-30,13
2648,68,3,Bus,2022-06-18,10
2649,68,3,Bus,2022-06-01,15
2650,68,3,Bus,2022-06-04,10
2651,68,3,Bus,2022-06-16,14
2652,68,3,Bus,2022-06-27,14
2653,68,3,Bus,2022-06-06,12
2654,68,3,Bus,2022-06-03,15
2655,68,3,Bus,2022-06-23,12
2656,68,3,Bus,2022-06-14,11
2657,68,3,Bus,2022-06-20,10
2658,68,3,Bus,2022-06-11,15
2659,68,3,Bus,2022-06-26,14
2660,68,3,Bus,2022-06-21,10
2661,68,3,Bus,2022-06-10,14
2662,68,3,Bus,2022-06-12,11
2663,68,3,Bus,2022-06-15,13
2664,68,3,Bus,2022-06-05,13
2665,68,3,Bus,2022-06-24,13
2666,68,3,Bus,2022-06-13,12
2667,68,3,Bus,2022-06-25,10
2668,3,68,Bus,2022-06-18,12
2669,3,68,Bus,2022-06-01,12
2670,3,68,Bus,2022-06-04,13
2671,3,68,Bus,2022-06-16,10
2672,3,68,Bus,2022-06-06,11
2673,3,68,Bus,2022-06-27,15
2674,3,68,Bus,2022-06-03,13
2675,3,68,Bus,2022-06-23,15
2676,3,68,Bus,2022-06-14,14
2677,3,68,Bus,2022-06-20,14
2678,3,68,Bus,2022-06-26,12
2679,3,68,Bus,2022-06-08,11
2680,3,68,Bus,2022-06-10,10
2681,3,68,Bus,2022-06-12,13
2682,3,68,Bus,2022-06-19,15
2683,3,68,Bus,2022-06-05,12
2684,3,68,Bus,2022-06-02,12
2685,3,68,Bus,2022-06-24,13
2686,3,68,Bus,2022-06-13,10
2687,3,68,Bus,2022-06-25,14
2688,3,68,Bus,2022-06-07,13
2689,69,3,Plane,2022-06-17,13
2690,69,3,Plane,2022-06-18,12
2691,69,3,Plane,2022-06-09,11
2692,69,3,Plane,2022-06-01,11
2693,69,3,Plane,2022-06-16,13
2694,69,3,Plane,2022-06-29,12
2695,69,3,Plane,2022-06-27,14
2696,69,3,Plane,2022-06-23,14
2697,69,3,Plane,2022-06-14,11
2698,69,3,Plane,2022-06-20,12
2699,69,3,Plane,2022-06-11,10
2700,69,3,Plane,2022-06-26,14
2701,69,3,Plane,2022-06-21,14
2702,69,3,Plane,2022-06-10,13
2703,69,3,Plane,2022-06-22,15
2704,69,3,Plane,2022-06-12,10
2705,69,3,Plane,2022-06-19,12
2706,69,3,Plane,2022-06-05,12
2707,69,3,Plane,2022-06-15,15
2708,69,3,Plane,2022-06-25,10
2709,69,3,Plane,2022-06-07,14
2710,3,69,Plane,2022-06-17,15
2711,3,69,Plane,2022-06-18,11
2712,3,69,Plane,2022-06-09,13
2713,3,69,Plane,2022-06-01,13
2714,3,69,Plane,2022-06-04,13
2715,3,69,Plane,2022-06-16,11
2716,3,69,Plane,2022-06-29,11
2717,3,69,Plane,2022-06-06,12
2718,3,69,Plane,2022-06-23,13
2719,3,69,Plane,2022-06-14,10
2720,3,69,Plane,2022-06-20,11
2721,3,69,Plane,2022-06-26,13
2722,3,69,Plane,2022-06-21,15
2723,3,69,Plane,2022-06-08,13
2724,3,69,Plane,2022-06-12,13
2725,3,69,Plane,2022-06-19,10
2726,3,69,Plane,2022-06-02,14
2727,3,69,Plane,2022-06-24,11
2728,3,69,Plane,2022-06-13,11
2729,3,69,Plane,2022-06-25,13
2730,3,69,Plane,2022-06-07,10
2731,69,3,Bus,2022-06-17,13
2732,69,3,Bus,2022-06-30,15
2733,69,3,Bus,2022-06-01,13
2734,69,3,Bus,2022-06-04,13
2735,69,3,Bus,2022-06-16,15
2736,69,3,Bus,2022-06-06,13
2737,69,3,Bus,2022-06-03,10
2738,69,3,Bus,2022-06-14,11
2739,69,3,Bus,2022-06-20,13
2740,69,3,Bus,2022-06-26,15
2741,69,3,Bus,2022-06-21,10
2742,69,3,Bus,2022-06-08,12
2743,69,3,Bus,2022-06-10,10
2744,69,3,Bus,2022-06-22,12
2745,69,3,Bus,2022-06-12,10
2746,69,3,Bus,2022-06-19,11
2747,69,3,Bus,2022-06-05,12
2748,69,3,Bus,2022-06-24,14
2749,69,3,Bus,2022-06-25,12
2750,69,3,Bus,2022-06-07,14
2751,69,3,Bus,2022-06-28,10
2752,3,69,Bus,2022-06-17,13
2753,3,69,Bus,2022-06-18,10
2754,3,69,Bus,2022-06-09,13
2755,3,69,Bus,2022-06-01,10
2756,3,69,Bus,2022-06-04,15
2757,3,69,Bus,2022-06-27,12
2758,3,69,Bus,2022-06-03,13
2759,3,69,Bus,2022-06-14,13
2760,3,69,Bus,2022-06-20,10
2761,3,69,Bus,2022-06-11,10
2762,3,69,Bus,2022-06-26,12
2763,3,69,Bus,2022-06-21,10
2764,3,69,Bus,2022-06-10,15
2765,3,69,Bus,2022-06-22,15
2766,3,69,Bus,2022-06-12,14
2767,3,69,Bus,2022-06-15,13
2768,3,69,Bus,2022-06-02,11
2769,3,69,Bus,2022-06-24,11
2770,3,69,Bus,2022-06-25,13
2771,3,69,Bus,2022-06-07,13
2772,3,69,Bus,2022-06-28,15
2773,59,4,Plane,2022-06-30,12
2774,59,4,Plane,2022-06-18,12
2775,59,4,Plane,2022-06-01,10
2776,59,4,Plane,2022-06-04,10
2777,59,4,Plane,2022-06-16,14
2778,59,4,Plane,2022-06-29,14
2779,59,4,Plane,2022-06-06,10
2780,59,4,Plane,2022-06-23,12
2781,59,4,Plane,2022-06-20,13
2782,59,4,Plane,2022-06-11,15
2783,59,4,Plane,2022-06-26,14
2784,59,4,Plane,2022-06-21,11
2785,59,4,Plane,2022-06-08,14
2786,59,4,Plane,2022-06-10,13
2787,59,4,Plane,2022-06-19,12
2788,59,4,Plane,2022-06-05,13
2789,59,4,Plane,2022-06-02,13
2790,59,4,Plane,2022-06-24,14
2791,59,4,Plane,2022-06-13,12
2792,59,4,Plane,2022-06-25,13
2793,59,4,Plane,2022-06-28,12
2794,4,59,Plane,2022-06-17,13
2795,4,59,Plane,2022-06-18,10
2796,4,59,Plane,2022-06-01,12
2797,4,59,Plane,2022-06-09,14
2798,4,59,Plane,2022-06-04,14
2799,4,59,Plane,2022-06-16,15
2800,4,59,Plane,2022-06-29,14
2801,4,59,Plane,2022-06-06,15
2802,4,59,Plane,2022-06-03,14
2803,4,59,Plane,2022-06-23,12
2804,4,59,Plane,2022-06-14,13
2805,4,59,Plane,2022-06-20,10
2806,4,59,Plane,2022-06-11,15
2807,4,59,Plane,2022-06-08,11
2808,4,59,Plane,2022-06-10,13
2809,4,59,Plane,2022-06-12,10
2810,4,59,Plane,2022-06-24,11
2811,4,59,Plane,2022-06-13,12
2812,4,59,Plane,2022-06-25,15
2813,4,59,Plane,2022-06-07,13
2814,4,59,Plane,2022-06-28,10
2815,59,4,Bus,2022-06-30,11
2816,59,4,Bus,2022-06-18,14
2817,59,4,Bus,2022-06-01,14
2818,59,4,Bus,2022-06-16,12
2819,59,4,Bus,2022-06-29,12
2820,59,4,Bus,2022-06-06,10
2821,59,4,Bus,2022-06-27,13
2822,59,4,Bus,2022-06-23,14
2823,59,4,Bus,2022-06-14,13
2824,59,4,Bus,2022-06-11,14
2825,59,4,Bus,2022-06-21,14
2826,59,4,Bus,2022-06-08,12
2827,59,4,Bus,2022-06-10,10
2828,59,4,Bus,2022-06-22,12
2829,59,4,Bus,2022-06-12,13
2830,59,4,Bus,2022-06-15,10
2831,59,4,Bus,2022-06-05,11
2832,59,4,Bus,2022-06-13,12
2833,59,4,Bus,2022-06-25,14
2834,59,4,Bus,2022-06-07,11
2835,59,4,Bus,2022-06-28,15
2836,4,59,Bus,2022-06-30,10
2837,4,59,Bus,2022-06-18,11
2838,4,59,Bus,2022-06-16,13
2839,4,59,Bus,2022-06-29,15
2840,4,59,Bus,2022-06-06,10
2841,4,59,Bus,2022-06-03,10
2842,4,59,Bus,2022-06-23,14
2843,4,59,Bus,2022-06-14,13
2844,4,59,Bus,2022-06-20,13
2845,4,59,Bus,2022-06-11,14
2846,4,59,Bus,2022-06-26,13
2847,4,59,Bus,2022-06-21,14
2848,4,59,Bus,2022-06-08,15
2849,4,59,Bus,2022-06-22,12
2850,4,59,Bus,2022-06-15,12
2851,4,59,Bus,2022-06-05,13
2852,4,59,Bus,2022-06-02,15
2853,4,59,Bus,2022-06-13,11
2854,4,59,Bus,2022-06-25,13
2855,4,59,Bus,2022-06-07,13
2856,4,59,Bus,2022-06-28,11
2857,60,4,Plane,2022-06-17,12
2858,60,4,Plane,2022-06-09,15
2859,60,4,Plane,2022-06-04,12
2860,60,4,Plane,2022-06-16,12
2861,60,4,Plane,2022-06-29,12
2862,60,4,Plane,2022-06-27,15
2863,60,4,Plane,2022-06-23,12
2864,60,4,Plane,2022-06-20,12
2865,60,4,Plane,2022-06-11,15
2866,60,4,Plane,2022-06-26,12
2867,60,4,Plane,2022-06-21,11
2868,60,4,Plane,2022-06-08,13
2869,60,4,Plane,2022-06-10,13
2870,60,4,Plane,2022-06-22,13
2871,60,4,Plane,2022-06-12,12
2872,60,4,Plane,2022-06-02,13
2873,60,4,Plane,2022-06-24,10
2874,60,4,Plane,2022-06-13,12
2875,60,4,Plane,2022-06-25,12
2876,60,4,Plane,2022-06-07,13
2877,60,4,Plane,2022-06-28,11
